# 账户信息: 账号,户主,PIN哈希,Salt值,余额,状态
13150005,Kelin,cea4b9fd5d76e938a2e667e182a89ea4396745a7767a8089323802fc72c8dc79,4f12afaad526a3f694ef3dc2b1162a21,3000,0
13150006,Jowi,7897be4b7b444cf1d71cead0100d99a01013cfa3d180ca65c6181328e182fdbd,df6dbeb159a7e227af7294cef273d694,3000,0
03150007,Amanda,06ecbeabe48d02fd4368f62d843589f65de92ea27c426d1b4dc09442aeab4f70,ca6548c1324225343f133fc9522e2afe,500,0
03150008,Jingjing,c1cc50a4fb3898109908efd32610d47854688fe8b44ffacc0053aaff9ea33934,76246967b764633c63d75c8faf41210c,1000,0
03150009,Eva,51f1bfc619fc44f506dd4e22be4f151373c6c44145bbf6daa4ed6ac48edbb3c5,8ce64d8eedd302727346bf1ea8809633,3000,0
03150010,Frank,4b18179af438cb8c7044ff57b8b1e7c9fbe9986d2af4fc124f277accfc596cae,e8b7fac790070720c98729b759f77269,2000,0
13150005,Kelin,b5d05b0d3bc905498c14e7364d14debe5d0db2bd30b303e2ea6d91971111babe,05b64afbbb4586101029be554910cf00,5000,0
13150006,Jowi,2480617676e50f6a69a46815f8bae795aa8b91e083b08abe7b8a195f5e2f5e47,b56aeefed83aa897a9bc4380420dae89,1000,0
13150007,Amanda,1d848497ead849360198f200ae8e0848f52def9b105f7e7275b4344c7736253a,f115f147eb938906d591d325140ca39a,500,0
13150008,Jingjing,da98a3d7af00860246c71672413dd049a959bf4b1cb1e68b37dbae01db46f78d,8ff187810f1804acf85b7f4f524f74e7,1000,0
13150009,Eva,428b62bcc8d69fe9a06f3baaed6a7da1ce4c4f6be3fe63b9f53a4083f591f303,687dc5083940edf56c11864e30591d3b,3000,0
13150010,Frank,8b999225d332c2c0a6eb83df1a669894f790b260b371b0ac92b1f230dad8c25b,1df2bfc59436835fefc943e366e8ce65,2000,0
13150005,Kelin,7ebed2e3f3dd3d4755be4284018fd14fb91bf346b38aae98fd52b2ee6d01e0f2,9391a55282c0475523ed6db8ed324eb8,5000,0
13150006,Jowi,cea6ab49fda50250333ccadb2235dc9cf94e5a2026db4cc72f6f3bc1e2953d58,3885733bd3bbea0214afa20ef29d9bff,1000,0
13150007,Amanda,af1e7f91b5fe756454d50afe926e018cfe4a1fc863727cc3710fbe63b30d0873,15d316a5e9f861ddccc9027e545bf36e,500,0
13150008,Jingjing,2021a17a8b120682cde7dec3fb9673de315acd20b280ddffb47bc4d06b9d77ee,5e42ea07c0c016a0a15f800d92924386,1000,0
13150009,Eva,ca8866d9f08d3fbcfb49a77da95379510f365e29b9fb448c6ff301994f4d8ea8,fe9e480722d80a6999cf5c4d224aa82a,3000,0
13150010,Frank,d1448b8d00cf5cb9d765585219ef1afe212d19854a2964a86c5801c9adbb1448,207483d13ae9e3a6028e97ef4d2ddb5f,2000,0
23150005,Kelin,acbcd9aac25ae9d9ec7e301aeeee4eda2b92ae569e9adf52d3bbaef8f7bb6b84,3e317c37a25e8e9023b0fa9b97ceb40f,3000,0
23150006,Jowi,9c840b1a15a026cc4fc4c144c5e8812357cdced3d8bce814a643937ed490ae4f,74327eec003106f87c15cfff534d6f6d,3000,0
13150007,Amanda,2f4af738dfdbedc6836cb57207f43af8a4f4d34b714375f50d24cf1e1ec46ebc,bdfe2118cd210b6ca9e73c100a410806,500,0
13150008,Jingjing,4694452bbfc3aaab50d7ba1a9dcd3d07c134f5d5eab04829c8574ac2e3b979d1,0ddb9e253668fffaf997cb9b184de8f4,1000,0
13150009,Eva,8c094f99a81e571a48f9ed6d30d3cd1107d6e7b1553c8175be9482a337d841ef,06feea1c10a66faf83ad2e9b7b941266,3000,0
13150010,Frank,b9ddac56cc882ff0e64ef51ca29a305a9419024b61159c6e777f33fe81909479,e47077e1add3ff931a223ab7b3f64800,2000,0
23150005,Kelin,d5165e22e0f467ed876127070b28a94005de601adf227f8ac1c71849086a95fa,3cb4f1725abc2c6bff10f6b370300fff,5000,0
23150006,Jowi,93572b994fc094f6dadef45bd875036c742714c67c967fdf7f2cd0bb5fb48402,65e0e44cd5a7d2e137ed7472cd3b6ea5,1000,0
13150007,Amanda,6b6f3f507c86d6409272d8bf3b9d611b7d3fc7b675fe71d328cac57c2252c58b,b1648419249f55d678cde8ec3717b916,500,0
13150008,Jingjing,8897ba1109b67be329e705f07ffe88fc826f1e5e721e6996e72fd7c773a0c3c9,9d6427cae2838501362bf2850bb57069,1000,0
13150009,Eva,3c04b59e396cdae64aac57a9d759d318af19e2eebc9ce583ae2257b209e96ce4,3e7794b26e0c1562a76723515e6b7e6d,3000,0
13150010,Frank,eb65eb6dce3a7e694f87c5475ee27d8cdead23cf3ba0ec8a698e0f7d869254e3,6fed0d96f70b862ae3accc13b08264d3,2000,0
23150005,Kelin,98a7eb866a0969dbdee0f8967a34d256525404c3299182ea192cc3266dd76aa1,d8d92df8e94234c2f967dde86ca39591,5000,0
23150006,Jowi,8a42c6aa88f7f22dec90800416c3a2cc2bf3744fb684c8c82ccaa8bde5a4e1fc,a8f760f69a41642d0104dcc74c4f3b64,1000,0
13150007,Amanda,0223e1f9b03f95eabb0442ff3d11b7ebb87ffabefb32df4339da99d8ceda14c8,aabc6639cdaaecbda8432c64db3df2dc,500,0
13150008,Jingjing,a8f801a0cfdb501c94a3b7527b79d2e5bb64a544a54733cdbbf1a207fe956feb,c7082aad7536ecf6500608b017f3279f,1000,0
13150009,Eva,5656ab04de5f953cd9372684e2b53244a18d01a74a8e1719a22f6121f92b089c,3cbdccdbb1e8a5b82bc1a27b9dc45753,3000,0
13150010,Frank,00b2f0be39e47c3d28961d16011e2d606131b773ac9da648b03e83b5e7cc65ae,555a7e8ead5fe408246e5a2c1c960c15,2000,0
23150005,Kelin,cf03a63f6b361fd4e64bde765db6c0a97f3c434c6390477698748395ef6ca4f8,4b28bb8489027e2e350729d7b7c1a60f,5000,0
23150006,Jowi,a0faa35619584a01458185e2f84c1f6e3403668f1c9b8c9a3295c344c909e1c0,ac309f807aada1e5b81816faddf5ef5b,1000,0
13150007,Amanda,9119a35df5d4cfe001e9c09a72952a1e3506445cc39f253e2108e8e7134e61d6,3a08de2678194f0195ca756745ace10d,500,0
13150008,Jingjing,fb4c49460e449d54405b14bb1706c8633b8676a1efecc08879565e478849c065,daa52b88d1cd8b0948a12b3d640ee20a,1000,0
13150009,Eva,179c5440bb27d52b4a2681076a6a5e9762ecdd2dfc337e3f24bed988b5b32b98,7ecb1a20155ebc4337d49d274f7f2e08,3000,0
13150010,Frank,4e8ee2ddeaaae12e5c723634f6aac9847d721541d61b084373907e4f51a6023e,b44980b0f0375ef43d310d626b974e71,2000,0
23150005,Kelin,c986b9cbf91622bd1ed11adbc394b78ce7a6706d36b58ddd4d6a94878b34d605,saltA,5000,0
23150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
13150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
13150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
13150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
13150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
23150005,Kelin,44e4ec3b4b98d05bb1cd6e3166287555b1cdc281193563ce5e242f4dd08ca63a,c98b206c8af3971b1914e698dfcc6598,5000,0
23150006,Jowi,909346e6f7812c1ac16c75792ef0cf5d3503f329f9851861e9b826d3670230f5,08102bc087d7cd4dd13898c86e91f60b,1000,0
13150007,Amanda,37e966ec6f2bb9b6e8c2689ae745695d399bda4b5b7bc91f3620d8bc5d270be8,46dba188f45e4126a405abb4a0246cd1,500,0
13150008,Jingjing,6a01f4d1f45b0b458123c6adfb3e6b95c30b8a7066b5de3bde3c4648fdc72910,4d52cdfd2650cb769ca01a6a8a85f2c1,1000,0
13150009,Eva,d27acdd3c06807b2c2a4e52b3152dbe0ed0cd8a9d6a45b162b06503292bbb0d6,a4018b7bc88014b0560d16503fb8fdaf,3000,0
13150010,Frank,be072c1bfc2dcd5d613cfc947cfaad831bbb0472beb8d7fedcdb504a1e7c9370,6a1950779ac49016f098019131aa6ca7,2000,0
23150005,Kelin,89029dd0fb20f433eb7811cb61e16973e7e25c739e16b0e51acb139c8d29ea12,732e034179fd45b468c49133719c3afb,5000,0
23150006,Jowi,86f1c4cdea3222834d59eb50cf4dae451be5600174679fe5c6066af9dc64a241,01b4ffb48eda57f2ec4211fb4855b1bc,1000,0
13150007,Amanda,31d47182d82eca921bfd64f9beb5f4c95261a2fa209db610bb7e2b5a2d3388a2,93c331310dacdb71a797b4a438dd222a,500,0
13150008,Jingjing,82ba6edfb4d75130670a3da4cd1f016f3e14641d8196ac5d2ac01849403adc44,12fad5828ace9259f97c319d44b63bc0,1000,0
13150009,Eva,2cc372115841234df060e492411e4b85a4ab256558190024c47c002abdc9267d,fca1b78195ae58eb16fc565353c7b438,3000,0
13150010,Frank,b2b3ca0493d597595361c4b76927f4fbbfdac1d6e48e3dc89f2443288c00ae80,5262701bfb151632dbb154d008940c4d,2000,0
23150005,Kelin,9ccefcd191d78dc6d15954850e87efdc4853b84b9d86f7ed38ab503b8eb7c043,c219861918314c88d44b7c9ec682a69b,6000,0
23150006,Jowi,192aa6cb18be482173ff89304ee5461aa518749e4f1a7ebe9a90c3afe55b261a,a13f4367f610e634c712db49ce84012b,1000,0
13150007,Amanda,a37a4f3ba43c79d8eeebd7f4cd2a1cc583c4d04664c60e9165ef50e830be9808,f198abcf9d3cb11e030aacefcc66ff7c,500,0
13150008,Jingjing,16113221e210e3b1553b78dd7206dc1e7124845c1d3eb4b137ca16b7e3db1f04,ea28132977269375210d24b56f6ee92d,1000,0
13150009,Eva,cf62ee53ed4a3b26b0fd4d9a8815939964f10741b6d3899cf16f83f1fb6f89c5,d3d75a7e5037c7b1495b32ff229e9d96,3000,0
13150010,Frank,f649c9271cc88b768d5c0699c663acf00d7cfc41b7dfb184d5221d39b4f85e52,65de4755940909d9c9be4a11aaaaa1c5,2000,0
23150005,Kelin,c986b9cbf91622bd1ed11adbc394b78ce7a6706d36b58ddd4d6a94878b34d605,saltA,6000,0
23150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
13150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
13150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
13150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
13150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
23150005,Kelin,c986b9cbf91622bd1ed11adbc394b78ce7a6706d36b58ddd4d6a94878b34d605,saltA,6000,0
23150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
13150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
13150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
13150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
13150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
23150005,Kelin,c986b9cbf91622bd1ed11adbc394b78ce7a6706d36b58ddd4d6a94878b34d605,saltA,6000,0
23150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
13150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
13150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
13150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
13150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,c986b9cbf91622bd1ed11adbc394b78ce7a6706d36b58ddd4d6a94878b34d605,saltA,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,c986b9cbf91622bd1ed11adbc394b78ce7a6706d36b58ddd4d6a94878b34d605,saltA,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,c986b9cbf91622bd1ed11adbc394b78ce7a6706d36b58ddd4d6a94878b34d605,saltA,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,c986b9cbf91622bd1ed11adbc394b78ce7a6706d36b58ddd4d6a94878b34d605,saltA,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,c986b9cbf91622bd1ed11adbc394b78ce7a6706d36b58ddd4d6a94878b34d605,saltA,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,c986b9cbf91622bd1ed11adbc394b78ce7a6706d36b58ddd4d6a94878b34d605,saltA,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,c986b9cbf91622bd1ed11adbc394b78ce7a6706d36b58ddd4d6a94878b34d605,saltA,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,09d8b6d6002b5e52dadbb1c685d2d140ece25c166e3d49b3b83c7dc8a29278b9,7a4b46fafde729b89c3cafbec56faa41,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,4fa1b14a440bce8f7304e500de7f46a38c6851b17b94867046fed995e146fcb1,2b3330337b2385670753ed9c073e46ef,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,37dbcbb1ed7335df078078a3f08f9303f0f74d408c6740538c6cf82e8e9131fe,c7acd6392ede3b7467f435ccf7157882,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,c986b9cbf91622bd1ed11adbc394b78ce7a6706d36b58ddd4d6a94878b34d605,saltA,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,0f4f6c345df2b8712df564a71ade43ba6421c05bc247c3ee23ba36a0a1d10ba4,63cef09eb034719c401afc93728369d9,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,73857ee54fe8a079f714f1249c6dcf0609a397a7d1f9ae77d1cfe5735c3d9504,f5d239c4b215d77731cc62b9b9defb79,5000,0
03150006,Jowi,ca3ddac39cde7522186e8df3123968d6562b5639ca3584650365f7409bea21f3,saltB,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,f6acf0a63b993f2fa6e27f7fc1bdb60efa85848d0cbbb9f92e7a9ca163b1f815,dcff1be88d7d1814b511dcff00400785,5000,0
03150006,Jowi,bc8b366e65c5a32ad0e304e633b06b07b1bbcbc2cbbe8993a431346d616cf845,1111,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,115de9c3fbbbe25722f896ff3705d2ed99d13a200a0fffde74349948dfef885c,salt,5000,0
03150006,Jowi,1d249db3c1e2414e8fc2097c13f8f328b091a7cffac79d1179928c8eb6c19487,salt,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
03150010,Frank,54e67480a4efe6c9333e8c10c0e15aed7f789f2ed4a1cd9838b2645afd388ff1,saltF,2000,0
03150016,Leo,f7824157d762165b1fd32d026e56f3b1cdaec7fce644d27605133093e47be760,saltL,3000,0
03150017,Mia,df0e1f1c17aa8483892a2bb7a985277a1e3dfb7102937cd2b48fb01b97ab4d45,saltM,2000,0
03150005,Kelin,115de9c3fbbbe25722f896ff3705d2ed99d13a200a0fffde74349948dfef885c,salt,5000,0
03150006,Jowi,1d249db3c1e2414e8fc2097c13f8f328b091a7cffac79d1179928c8eb6c19487,salt,1000,0
03150007,Amanda,8a8e312154b5949d754122ffe24c9d4603228ed8836cf59726f0aece3f90b725,saltA,500,0
03150008,Jingjing,01a21097fef47062572f36357f1344c5b0182f40f65d7e38066c67ddd3b66a09,saltB,1000,0
03150009,Eva,80ee025beeb39d325bfd48dc71410e9d29dc71750787cac0487072b95d8f3012,saltE,3000,0
